"","product_id","flower","variety","days_to_germination","sowing","light_preference","soil_requirements","plant_spacing","hardiness_zones","harvest","uses","scientific_name","alternate_names","plant_height","soil","alternate_name","p_h","tips","transplant","direct_seed","dried","stem_length","scientific_names","vase_life","notes","pelleted_seed","direct_seed_recommended","fresh","note","cut_flowers","edible","soil_requirements_2","uses_2","growing_on","scientific_na_me","light_requirements","use","pods","edible_flowers","special_instructions","disease","note_in_hardiness_zones_9_10","planting_bulbs","storage_temperature","alternate_common_names","selection","store_bulbs_if_you_cant_plant_right_away","note_on_tulips_in_hardiness_zones_8_10","mulch","inspecting_your_bulbs","pests_and_diseases","x","light_preferences"
"29","3324","Aster","Tower YellowChina Aster Seed","10-14 days at 70-72°F (21-22°C)","Transplant (recommended) - Sow 1/8"" deep in flats indoors 6-8 weeks before last frost. Direct seed - After last frost. Provide support. Row covers help prevent spread of disease by leafhoppers.","Sun.","Fertile, well-drained soil. pH: 5.5-7.5 preferred.","6-12"".","Annual.","Outside ray florets begin to open. Place immediately in water.",NA,"Callistephus chinensis",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7-10 days.","Support, such as Hortonova (horizontal mesh) is recommended. Row covers help prevent spread of disease by leafhoppers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","3321","Aster","Tower BlueChina Aster Seed","10-14 days at 70-72°F (21-22°C)","Transplant (recommended) - Sow 1/8"" deep in flats indoors 6-8 weeks before last frost. Direct seed - After last frost. Provide support. Row covers help prevent spread of disease by leafhoppers.","Sun.","Fertile, well-drained soil. pH: 5.5-7.5 preferred.","6-12"".","Annual.","Outside ray florets begin to open. Place immediately in water.",NA,"Callistephus chinensis",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7-10 days.","Support, such as Hortonova (horizontal mesh) is recommended. Row covers help prevent spread of disease by leafhoppers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","3758","Aster","Tower ChamoisChina Aster Seed","10-14 days at 70-72°F (21-22°C)","Transplant (recommended) - Sow 1/8"" deep in flats indoors 6-8 weeks before last frost. Direct seed - After last frost. Provide support. Row covers help prevent spread of disease by leafhoppers.","Sun.","Fertile, well-drained soil. pH: 5.5-7.5 preferred.","6-12"".","Annual.","Outside ray florets begin to open. Place immediately in water.",NA,"Callistephus chinensis",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7-10 days.","Support, such as Hortonova (horizontal mesh) is recommended. Row covers help prevent spread of disease by leafhoppers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","3325","Aster","Tower SalmonChina Aster Seed","10-14 days at 70-72°F (21-22°C)","Transplant (recommended) - Sow 1/8"" deep in flats indoors 6-8 weeks before last frost. Direct seed - After last frost. Provide support. Row covers help prevent spread of disease by leafhoppers.","Sun.","Fertile, well-drained soil. pH: 5.5-7.5 preferred.","6-12"".","Annual.","Outside ray florets begin to open. Place immediately in water.",NA,"Callistephus chinensis",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7-10 days.","Support, such as Hortonova (horizontal mesh) is recommended. Row covers help prevent spread of disease by leafhoppers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","1422","Aster","Serenade MixChina Aster Seed","10-14 days at 70-72°F (21-22°C)","Transplant (recommended) - Sow 1/8"" deep in flats indoors 6-8 weeks before last frost. Direct seed - After last frost. Provide support. Row covers help prevent spread of disease by leafhoppers.","Sun.","Fertile, well-drained soil. pH: 5.5-7.5 preferred.","6-12"".","Annual.","Outside ray florets begin to open. Place immediately in water.",NA,"Callistephus chinensis",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7-10 days.","Support, such as Hortonova (horizontal mesh) is recommended. Row covers help prevent spread of disease by leafhoppers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","3323","Aster","Tower SilverChina Aster Seed","10-14 days at 70-72°F (21-22°C)","Transplant (recommended) - Sow 1/8"" deep in flats indoors 6-8 weeks before last frost. Direct seed - After last frost. Provide support. Row covers help prevent spread of disease by leafhoppers.","Sun.","Fertile, well-drained soil. pH: 5.5-7.5 preferred.","6-12"".","Annual.","Outside ray florets begin to open. Place immediately in water.",NA,"Callistephus chinensis",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7-10 days.","Support, such as Hortonova (horizontal mesh) is recommended. Row covers help prevent spread of disease by leafhoppers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","3739G","Atriplex","Copper PlumeOrganic Atriplex Seed","7-14 days at 68-72°F (20-22°C)","Direct seed (recommended) - After last frost. Transplant - Sow 4-6 weeks before last frost.","Sun.","Average, well-drained soil.","10-12"".","Annual.","Harvest fresh stems or when seed pods have matured. Hang to dry.",NA,"Atriplex hortensis",NA,"60-72"".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","3702","Atriplex","Red PlumeAtriplex Seed","7-14 days at 68-72°F (20-22°C)","Direct seed (recommended) - After last frost. Transplant - Sow 4-6 weeks before last frost.","Sun.","Average, well-drained soil.","10-12"".","Annual.","Harvest fresh stems or when seed pods have matured. Hang to dry.",NA,"Atriplex hortensis",NA,"60-72"".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","3701","Atriplex","Green PlumeAtriplex Seed","7-14 days at 68-72°F (20-22°C)","Direct seed (recommended) - After last frost. Transplant - Sow 4-6 weeks before last frost.","Sun.","Average, well-drained soil.","10-12"".","Annual.","Harvest fresh stems or when seed pods have matured. Hang to dry.",NA,"Atriplex hortensis",NA,"60-72"".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","774","Basil, Ornamental","Mrs. Burns' LemonBasil Seed","5-10 days at 65-70°F (18-21°C).","Direct seed (recommended): Plant seeds 1/4"" deep, 2-3 seeds per inch, in rows 18"" apart. Firm the soil over the seeds. Thinning is not necessary, but a final spacing of 4-8"" apart produces healthy, full plants. Note: Holy Basil requires some light for germination, so sow more shallowly than other basils. Transplant: Sow indoors 6 weeks prior to setting out. Plant 1/4"" deep and keep at 70°F (21°C) for best germination. Transplant to the field when seedlings have 3-4 sets of leaves, spacing at 4-8"" apart in rows 18"" apart.","Sun.","Moderately rich, moist soil. Basil is not drought tolerant and can be damaged by heat stress. Regular moisture throughout the growing season helps to ensure a good crop.","4-8"".","Annual.","Begin light harvesting after plants have become established. It is best done in the early morning when the temperature is cooler and the leaves are less likely to wilt. A full harvest should be completed just before the plants start to flower. Cut the entire plant 4-6"" above the ground to promote a second growth. Leaves are easily bruised when picking, so handle carefully. Do not store at a temperature less than 50°F (10°C).",NA,"Ocimum spp.",NA,"Varies. See the product description for exact heights.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If using pelleted seed, we recommend consistent soil moisture during the germination period. Pelleted seed must be kept cool and dry prior to planting, and should be used within one year of purchase.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","1772G","Basil, Ornamental","AromattoOrganic Basil Seed","5-10 days at 65-70°F (18-21°C).","Direct seed (recommended): Sow in spring when the soil has warmed after the last frost. Sow 2-3 seeds per inch, in rows 18"" apart. Firm the soil over the seeds as they have a tendency to work their way upward out of the soil in heavy rains. There is no need to thin, but a 4-8"" final spacing produces healthy, full plants. Transplant: Seeds may be sown inside about 6 weeks before setting out. Plant 1/4"" deep and keep at 70°F (21°C) for the best germination. Transplant out when seedlings have 3-4 sets of leaves. Space plants 4-8"" apart in rows 18"" apart.","Sun.","Moderately rich, moist soil. Basil is not drought tolerant and can be damaged by heat stress. Regular moisture throughout the season helps to ensure a good crop.","4-8"".","Annual.","Harvest is best done in the early morning when the temperature is cooler and the leaves are less likely to wilt. Leaves are easily bruised when picking, so handle carefully. Do not store at temperatures less than 50°F (10°C).Fresh: When flowers have begun to open. Dried: When flowers are completely open. Air dry. This is best done in the early morning when the temperature is cooler and the leaves are less likely to wilt. Leaves are easily bruised when picking, so handle carefully. Do not store at temperatures less than 50°F (10°C).","Cut flowers, bedding plants, and edible flower.","Ocimum basilicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","945","Basil, Ornamental","Sweet ThaiBasil Seed","5-10 days at 65-70°F (18-21°C).","Direct seed (recommended): Plant seeds 1/4"" deep, 2-3 seeds per inch, in rows 18"" apart. Firm the soil over the seeds. Thinning is not necessary, but a final spacing of 4-8"" apart produces healthy, full plants. Note: Holy Basil requires some light for germination, so sow more shallowly than other basils. Transplant: Sow indoors 6 weeks prior to setting out. Plant 1/4"" deep and keep at 70°F (21°C) for best germination. Transplant to the field when seedlings have 3-4 sets of leaves, spacing at 4-8"" apart in rows 18"" apart.","Sun.","Moderately rich, moist soil. Basil is not drought tolerant and can be damaged by heat stress. Regular moisture throughout the growing season helps to ensure a good crop.","4-8"".","Annual.","Begin light harvesting after plants have become established. It is best done in the early morning when the temperature is cooler and the leaves are less likely to wilt. A full harvest should be completed just before the plants start to flower. Cut the entire plant 4-6"" above the ground to promote a second growth. Leaves are easily bruised when picking, so handle carefully. Do not store at a temperature less than 50°F (10°C).",NA,"Ocimum spp.",NA,"Varies. See the product description for exact heights.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If using pelleted seed, we recommend consistent soil moisture during the germination period. Pelleted seed must be kept cool and dry prior to planting, and should be used within one year of purchase.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","906","Basil, Ornamental","CinnamonBasil Seed","5-10 days at 65-70°F (18-21°C).","Direct seed (recommended): Plant seeds 1/4"" deep, 2-3 seeds per inch, in rows 18"" apart. Firm the soil over the seeds. Thinning is not necessary, but a final spacing of 4-8"" apart produces healthy, full plants. Note: Holy Basil requires some light for germination, so sow more shallowly than other basils. Transplant: Sow indoors 6 weeks prior to setting out. Plant 1/4"" deep and keep at 70°F (21°C) for best germination. Transplant to the field when seedlings have 3-4 sets of leaves, spacing at 4-8"" apart in rows 18"" apart.","Sun.","Moderately rich, moist soil. Basil is not drought tolerant and can be damaged by heat stress. Regular moisture throughout the growing season helps to ensure a good crop.","4-8"".","Annual.","Begin light harvesting after plants have become established. It is best done in the early morning when the temperature is cooler and the leaves are less likely to wilt. A full harvest should be completed just before the plants start to flower. Cut the entire plant 4-6"" above the ground to promote a second growth. Leaves are easily bruised when picking, so handle carefully. Do not store at a temperature less than 50°F (10°C).",NA,"Ocimum spp.",NA,"Varies. See the product description for exact heights.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If using pelleted seed, we recommend consistent soil moisture during the germination period. Pelleted seed must be kept cool and dry prior to planting, and should be used within one year of purchase.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","228","Basil, Ornamental","Amethyst ImprovedBasil Seed","5-10 days at 65-70°F (18-21°C).","Direct seed (recommended): Plant seeds 1/4"" deep, 2-3 seeds per inch, in rows 18"" apart. Firm the soil over the seeds. Thinning is not necessary, but a final spacing of 4-8"" apart produces healthy, full plants. Note: Holy Basil requires some light for germination, so sow more shallowly than other basils. Transplant: Sow indoors 6 weeks prior to setting out. Plant 1/4"" deep and keep at 70°F (21°C) for best germination. Transplant to the field when seedlings have 3-4 sets of leaves, spacing at 4-8"" apart in rows 18"" apart.","Sun.","Moderately rich, moist soil. Basil is not drought tolerant and can be damaged by heat stress. Regular moisture throughout the growing season helps to ensure a good crop.","4-8"".","Annual.","Begin light harvesting after plants have become established. It is best done in the early morning when the temperature is cooler and the leaves are less likely to wilt. A full harvest should be completed just before the plants start to flower. Cut the entire plant 4-6"" above the ground to promote a second growth. Leaves are easily bruised when picking, so handle carefully. Do not store at a temperature less than 50°F (10°C).",NA,"Ocimum spp.",NA,"Varies. See the product description for exact heights.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If using pelleted seed, we recommend consistent soil moisture during the germination period. Pelleted seed must be kept cool and dry prior to planting, and should be used within one year of purchase.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","945G","Basil, Ornamental","Sweet ThaiOrganic Basil Seed","5-10 days at 65-70°F (18-21°C).","Direct seed (recommended): Plant seeds 1/4"" deep, 2-3 seeds per inch, in rows 18"" apart. Firm the soil over the seeds. Thinning is not necessary, but a final spacing of 4-8"" apart produces healthy, full plants. Note: Holy Basil requires some light for germination, so sow more shallowly than other basils. Transplant: Sow indoors 6 weeks prior to setting out. Plant 1/4"" deep and keep at 70°F (21°C) for best germination. Transplant to the field when seedlings have 3-4 sets of leaves, spacing at 4-8"" apart in rows 18"" apart.","Sun.","Moderately rich, moist soil. Basil is not drought tolerant and can be damaged by heat stress. Regular moisture throughout the growing season helps to ensure a good crop.","4-8"".","Annual.","Begin light harvesting after plants have become established. It is best done in the early morning when the temperature is cooler and the leaves are less likely to wilt. A full harvest should be completed just before the plants start to flower. Cut the entire plant 4-6"" above the ground to promote a second growth. Leaves are easily bruised when picking, so handle carefully. Do not store at a temperature less than 50°F (10°C).",NA,"Ocimum spp.",NA,"Varies. See the product description for exact heights.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If using pelleted seed, we recommend consistent soil moisture during the germination period. Pelleted seed must be kept cool and dry prior to planting, and should be used within one year of purchase.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","924G","Basil, Ornamental","Red RubinOrganic Basil Seed","5-10 days at 65-70°F (18-21°C).","Direct seed (recommended): Plant seeds 1/4"" deep, 2-3 seeds per inch, in rows 18"" apart. Firm the soil over the seeds. Thinning is not necessary, but a final spacing of 4-8"" apart produces healthy, full plants. Note: Holy Basil requires some light for germination, so sow more shallowly than other basils. Transplant: Sow indoors 6 weeks prior to setting out. Plant 1/4"" deep and keep at 70°F (21°C) for best germination. Transplant to the field when seedlings have 3-4 sets of leaves, spacing at 4-8"" apart in rows 18"" apart.","Sun.","Moderately rich, moist soil. Basil is not drought tolerant and can be damaged by heat stress. Regular moisture throughout the growing season helps to ensure a good crop.","4-8"".","Annual.","Begin light harvesting after plants have become established. It is best done in the early morning when the temperature is cooler and the leaves are less likely to wilt. A full harvest should be completed just before the plants start to flower. Cut the entire plant 4-6"" above the ground to promote a second growth. Leaves are easily bruised when picking, so handle carefully. Do not store at a temperature less than 50°F (10°C).",NA,"Ocimum spp.",NA,"Varies. See the product description for exact heights.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If using pelleted seed, we recommend consistent soil moisture during the germination period. Pelleted seed must be kept cool and dry prior to planting, and should be used within one year of purchase.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
